Geneid	Chr	Start	End	Strand	Length	/scratch/project_2000350/genomics/rna-seq/bam/S1_1_5.bam	/scratch/project_2000350/genomics/rna-seq/bam/S2_1_5.bam	/scratch/project_2000350/genomics/rna-seq/bam/S4_0_015.bam	/scratch/project_2000350/genomics/rna-seq/bam/S5_0_015.bam	/scratch/project_2000350/genomics/rna-seq/bam/S5_1_5.bam	/scratch/project_2000350/genomics/rna-seq/bam/S6_0_015.bam	/scratch/project_2000350/genomics/rna-seq/bam/S7_0_015.bam	/scratch/project_2000350/genomics/rna-seq/bam/S7_1_5.bam	/scratch/project_2000350/genomics/rna-seq/bam/S8_0_015.bam	/scratch/project_2000350/genomics/rna-seq/bam/S8_1_5.bam	/scratch/project_2000350/genomics/rna-seq/bam/S9_0_015.bam	/scratch/project_2000350/genomics/rna-seq/bam/S9_1_5.bam
NCU00137	Supercontig_12.3;Supercontig_12.3;Supercontig_12.3;Supercontig_12.3;Supercontig_12.3	2751339;2751422;2751870;2751870;2752026	2751799;2751799;2752422;2751958;2752520	-;-;-;-;-	1112	1496	1472	3120	4468	1377	3822	6070	2056	4579	1683	4487	1185
NCU00138	Supercontig_12.3;Supercontig_12.3;Supercontig_12.3;Supercontig_12.3	2752660;2752943;2754430;2755032	2752865;2754373;2754955;2756067	+;+;+;+	3199	61	154	144	158	62	156	157	91	197	109	205	96
NCU00142	Supercontig_12.3	2770605	2774213	+	3609	189	230	184	208	149	166	211	178	189	228	190	262
NCU00143	Supercontig_12.3;Supercontig_12.3	2777897;2778477	2778275;2778568	-;-	471	0	0	0	0	0	0	0	0	0	0	0	0
NCU00144	Supercontig_12.3;Supercontig_12.3;Supercontig_12.3;Supercontig_12.3;Supercontig_12.3;Supercontig_12.3;Supercontig_12.3	2775602;2775602;2779280;2779289;2779640;2780451;2780451	2779183;2779183;2779875;2779574;2779875;2782498;2782540	+;+;+;+;+;+;+	6268	29024	34760	2725	3515	22993	2651	3058	28148	2895	28340	2804	28851
NCU00145	Supercontig_12.3;Supercontig_12.3;Supercontig_12.3	2783014;2783806;2784076	2783722;2783930;2784705	-;-;-	1464	387	548	912	1298	600	920	1153	780	1153	706	1221	532
NCU00146	Supercontig_12.3;Supercontig_12.3;Supercontig_12.3	2784879;2785685;2786211	2785608;2786153;2786766	+;+;+	1755	460	526	834	1023	574	776	870	640	861	676	864	550
NCU00147	Supercontig_12.3;Supercontig_12.3;Supercontig_12.3	2786442;2787049;2787576	2786962;2787420;2787904	-;-;-	1222	1210	1097	1143	1517	951	1395	1538	1437	1430	1274	1361	971
NCU00148	Supercontig_12.3;Supercontig_12.3	2788477;2788965	2788899;2791447	+;+	2906	773	1028	588	939	883	797	917	935	792	942	811	767
NCU00149	Supercontig_12.3	2790371	2791412	-	1042	0	0	0	0	0	0	0	0	0	0	0	0
NCU00150	Supercontig_12.3;Supercontig_12.3;Supercontig_12.3;Supercontig_12.3;Supercontig_12.3;Supercontig_12.3;Supercontig_12.3;Supercontig_12.3;Supercontig_12.3;Supercontig_12.3	2791470;2791470;2791544;2791829;2792293;2792293;2792452;2792797;2792797;2792797	2792287;2792188;2791675;2792188;2792482;2792482;2792482;2793296;2793296;2793296	-;-;-;-;-;-;-;-;-;-	1508	970	1207	1352	1557	1085	1202	1662	1304	1421	1180	1338	1168
NCU00151	Supercontig_12.3;Supercontig_12.3	2793554;2794293	2794200;2795515	+;+	1870	566	538	169	210	719	290	286	882	204	888	229	510
NCU00152	Supercontig_12.3;Supercontig_12.3;Supercontig_12.3;Supercontig_12.3;Supercontig_12.3;Supercontig_12.3;Supercontig_12.3;Supercontig_12.3;Supercontig_12.3;Supercontig_12.3;Supercontig_12.3	2795493;2795493;2796741;2796741;2797526;2797526;2798025;2800532;2800532;2800755;2800755	2796678;2796678;2797474;2797474;2800400;2797880;2800400;2800672;2800672;2800772;2801460	-;-;-;-;-;-;-;-;-;-;-	5642	1732	1622	2082	2147	1879	1496	1578	2013	1857	1906	2097	1495
NCU00153	Supercontig_12.3;Supercontig_12.3	2804504;2805529	2805451;2807804	+;+	3224	4004	3922	1367	1880	5073	1413	2549	5562	1861	5345	1735	3472
NCU00154	Supercontig_12.3;Supercontig_12.3;Supercontig_12.3;Supercontig_12.3;Supercontig_12.3;Supercontig_12.3;Supercontig_12.3;Supercontig_12.3	2808302;2808318;2808923;2808923;2810211;2810211;2810399;2810775	2808811;2808811;2810137;2810137;2810340;2810422;2810559;2811222	-;-;-;-;-;-;-;-	2522	964	1084	705	949	1286	639	729	1243	858	1439	945	993
NCU00155	Supercontig_12.3;Supercontig_12.3;Supercontig_12.3;Supercontig_12.3;Supercontig_12.3;Supercontig_12.3	2811509;2813446;2813894;2814597;2815418;2816715	2813380;2813830;2814529;2815350;2816620;2816732	-;-;-;-;-;-	4868	1666	1787	1223	1451	1982	1663	1572	2071	1357	2422	1512	1857
NCU00157	Supercontig_12.3;Supercontig_12.3;Supercontig_12.3;Supercontig_12.3;Supercontig_12.3	2835349;2835900;2836005;2836366;2837217	2835771;2835944;2836285;2837130;2837839	+;+;+;+;+	2137	272	270	1624	1862	262	1497	2184	352	1719	505	1523	209
NCU00158	Supercontig_12.3;Supercontig_12.3	2837810;2839137	2839046;2839415	-;-	1516	555	765	514	750	695	549	823	818	797	918	713	788
NCU00159	Supercontig_12.3;Supercontig_12.3	2839733;2840141	2840076;2841131	+;+	1335	54	44	361	365	58	369	449	107	408	77	481	54
NCU00160	Supercontig_12.3;Supercontig_12.3;Supercontig_12.3;Supercontig_12.3	2840977;2841385;2841784;2841922	2841295;2841500;2841819;2842085	-;-;-;-	635	245	290	751	908	323	657	967	326	920	331	987	256
NCU00161	Supercontig_12.3;Supercontig_12.3;Supercontig_12.3;Supercontig_12.3;Supercontig_12.3	2844137;2844548;2845707;2846416;2846416	2845652;2846358;2846358;2847977;2847517	+;+;+;+;+	3784	1491	1239	798	865	1310	868	714	1369	807	1339	894	1103
NCU00162	Supercontig_12.3;Supercontig_12.3	2848537;2850193	2850104;2850855	-;-	2231	131	112	457	536	118	387	581	164	468	186	511	69
NCU00163	Supercontig_12.3;Supercontig_12.3;Supercontig_12.3	2851207;2851605;2851934	2851436;2851877;2853152	+;+;+	1722	110	78	194	265	146	208	301	187	312	162	348	82
NCU00164	Supercontig_12.3;Supercontig_12.3;Supercontig_12.3;Supercontig_12.3;Supercontig_12.3;Supercontig_12.3;Supercontig_12.3;Supercontig_12.3	2855140;2856000;2856263;2856399;2856516;2856600;2856732;2858570	2855675;2856194;2856328;2856457;2856534;2856665;2858509;2860288	+;+;+;+;+;+;+;+	4438	1795	2238	771	986	2063	871	1119	2224	1037	2332	1128	1889
NCU00166	Supercontig_12.3;Supercontig_12.3;Supercontig_12.3	2865868;2866173;2866402	2866072;2866315;2867175	+;+;+	1122	2	5	54	68	11	33	91	5	67	4	61	4
NCU00167	Supercontig_12.3;Supercontig_12.3;Supercontig_12.3	2866267;2868727;2869156	2868668;2869085;2870054	-;-;-	3660	1715	2193	1547	2162	1829	1802	2062	2236	1881	2276	2056	2025
NCU00168	Supercontig_12.3;Supercontig_12.3;Supercontig_12.3	2870763;2871229;2872268	2871101;2872166;2873315	+;+;+	2325	1432	2112	1057	1539	1844	1334	1429	1877	1496	2063	1319	1849
NCU00169	Supercontig_12.3;Supercontig_12.3	2873180;2873760	2873687;2876109	-;-	2858	1139	1379	997	1415	1406	1079	1389	1633	1191	1718	1362	1178
NCU00170	Supercontig_12.3;Supercontig_12.3;Supercontig_12.3	2876791;2877998;2879238	2877943;2879159;2881091	-;-;-	4169	815	929	589	667	1289	582	870	1337	776	1257	777	866
NCU00171	Supercontig_12.3;Supercontig_12.3;Supercontig_12.3	2892499;2893358;2894112	2893272;2894024;2894459	-;-;-	1789	212	225	870	1216	205	862	1064	268	945	287	1045	169
NCU00172	Supercontig_12.3;Supercontig_12.3;Supercontig_12.3	2895012;2896447;2897867	2896390;2897691;2898553	+;+;+	3311	85	68	416	618	109	466	682	101	551	108	653	107
NCU00173	Supercontig_12.3;Supercontig_12.3	2898298;2898761	2898635;2899869	-;-	1447	130	70	2350	2604	96	1557	1409	79	1842	110	2116	41
NCU00175	Supercontig_12.3;Supercontig_12.3;Supercontig_12.3	2902308;2903361;2903567	2903304;2903505;2904375	-;-;-	1951	36	6	587	404	26	278	212	12	293	28	406	14
NCU00176	Supercontig_12.3;Supercontig_12.3;Supercontig_12.3	2907008;2907300;2907600	2907226;2907461;2907752	+;+;+	534	2	4	4	8	0	4	11	0	6	2	6	0
NCU00177	Supercontig_12.3	2908699	2911447	+	2749	4028	4991	1310	2452	5082	2133	3357	5172	2572	4740	2171	3875
NCU00178	Supercontig_12.3;Supercontig_12.3	2911285;2912794	2912719;2913322	-;-	1964	45	41	243	355	37	248	359	41	345	94	326	32
NCU00179	Supercontig_12.3;Supercontig_12.3;Supercontig_12.3	2915579;2915936;2916057	2915852;2916007;2916091	-;-;-	381	0	0	0	0	0	0	0	0	0	0	0	0
NCU00180	Supercontig_12.3;Supercontig_12.3	2915154;2916405	2916149;2918507	+;+	3099	32	27	279	380	38	228	319	31	304	51	325	14
NCU00181	Supercontig_12.3	2918959	2921024	-	2066	244	292	179	185	308	157	208	260	155	302	241	206
NCU00182	Supercontig_12.3;Supercontig_12.3;Supercontig_12.3	2921366;2921988;2922687	2921907;2922624;2923932	+;+;+	2425	1250	1368	1720	1977	1312	1803	1921	1746	1994	1541	1835	986
NCU00183	Supercontig_12.3;Supercontig_12.3;Supercontig_12.3;Supercontig_12.3	2923935;2925134;2925410;2925745	2925049;2925338;2925688;2926192	-;-;-;-	2047	109	112	754	1089	113	706	1248	89	926	78	1000	100
NCU00184	Supercontig_12.3;Supercontig_12.3	2926534;2926934	2926875;2928113	+;+	1522	197	188	274	313	261	212	282	261	249	315	326	178
NCU00185	Supercontig_12.3;Supercontig_12.3;Supercontig_12.3;Supercontig_12.3;Supercontig_12.3	2928317;2928801;2929144;2929327;2929669	2928703;2929034;2929250;2929536;2929879	-;-;-;-;-	1149	66	48	6	4	36	5	6	34	6	48	9	51
NCU00186	Supercontig_12.3;Supercontig_12.3	2930282;2930507	2930453;2931868	-;-	1534	268	342	100	134	283	94	147	398	100	375	138	269
NCU00187	Supercontig_12.3;Supercontig_12.3	2932349;2932846	2932748;2933777	+;+	1332	1506	940	555	518	1139	238	476	1331	337	1572	527	791
NCU00188	Supercontig_12.3;Supercontig_12.3;Supercontig_12.3	2933803;2934783;2937513	2934720;2937402;2939195	-;-;-	5221	2150	2415	883	1105	2332	1023	1271	2562	1164	2109	1182	1932
NCU00189	Supercontig_12.3;Supercontig_12.3	2940734;2941100	2940992;2941293	+;+	453	2	0	19	23	13	23	14	8	22	12	23	20
NCU00192	Supercontig_12.3;Supercontig_12.3	2945815;2946191	2945990;2946398	+;+	384	0	0	0	0	2	1	2	2	2	0	7	0
NCU00193	Supercontig_12.3;Supercontig_12.3	2946716;2948462	2948399;2949035	-;-	2258	88	47	222	291	66	159	417	75	278	90	286	26
NCU00194	Supercontig_12.3;Supercontig_12.3;Supercontig_12.3;Supercontig_12.3;Supercontig_12.3;Supercontig_12.3;Supercontig_12.3	2949400;2949722;2950116;2950759;2950759;2951516;2951516	2949923;2950698;2950698;2951460;2951460;2952208;2952208	+;+;+;+;+;+;+	2694	2399	2844	785	1135	2896	915	1344	3390	1128	3387	1201	2511
NCU00195	Supercontig_12.3;Supercontig_12.3;Supercontig_12.3	2952414;2954280;2955042	2954196;2954635;2955195	-;-;-	2293	181	244	1531	2144	209	1158	1578	230	1595	233	2018	194
NCU00196	Supercontig_12.3;Supercontig_12.3;Supercontig_12.3;Supercontig_12.3;Supercontig_12.3;Supercontig_12.3;Supercontig_12.3;Supercontig_12.3	2958372;2958372;2958683;2959806;2961619;2961619;2961619;2962108	2961538;2961538;2959725;2961538;2962094;2961780;2962447;2963721	-;-;-;-;-;-;-;-	5270	710	782	703	808	851	679	590	1006	655	897	692	735
NCU00197	Supercontig_12.3;Supercontig_12.3;Supercontig_12.3	2964909;2965290;2965538	2965013;2965361;2965762	-;-;-	402	115	179	121	73	139	72	42	140	73	98	89	159
NCU00198	Supercontig_12.3;Supercontig_12.3;Supercontig_12.3	2975311;2975613;2976096	2975490;2975682;2976464	+;+;+	619	5707	6171	6323	5968	6432	5925	6609	7533	5955	6214	5815	4020
NCU00199	Supercontig_12.3;Supercontig_12.3	2977148;2978968	2978912;2983556	-;-	6354	256	290	609	668	343	536	653	445	518	408	673	241
NCU00200	Supercontig_12.3;Supercontig_12.3;Supercontig_12.3	2984054;2984259;2984339	2984240;2987258;2987205	+;+;+	3187	964	987	708	1061	913	882	1366	1257	1058	1055	957	965
NCU00201	Supercontig_12.3;Supercontig_12.3	2987458;2987828	2987561;2989844	+;+	2121	53	48	25	35	79	22	22	75	18	41	26	67
NCU00202	Supercontig_12.3;Supercontig_12.3;Supercontig_12.3;Supercontig_12.3;Supercontig_12.3;Supercontig_12.3;Supercontig_12.3	2989948;2991402;2991505;2991983;2992192;2992456;2992700	2991346;2991438;2991926;2992129;2992334;2992544;2992927	-;-;-;-;-;-;-	2465	216	200	755	1012	158	661	919	323	915	291	1144	179
NCU00203	Supercontig_12.3	2994352	2996205	+	1854	0	0	0	0	2	1	0	0	0	0	0	0
NCU00204	Supercontig_12.3;Supercontig_12.3	2994376;2996000	2995936;2996683	-;-	2245	503	640	172	237	537	241	325	673	282	495	149	547
NCU00205	Supercontig_12.3	2996886	3003733	+	6848	103	92	150	265	142	179	290	169	183	158	233	144
NCU00206	Supercontig_12.3;Supercontig_12.3;Supercontig_12.3;Supercontig_12.3	3004156;3004793;3006766;3007007	3004728;3006700;3006941;3008108	-;-;-;-	3759	28	16	167	206	55	136	189	24	221	47	236	32
NCU00207	Supercontig_12.3;Supercontig_12.3;Supercontig_12.3;Supercontig_12.3;Supercontig_12.3;Supercontig_12.3	3008954;3009001;3009531;3009531;3010174;3010869	3009446;3009446;3010540;3010112;3010808;3011070	+;+;+;+;+;+	1973	338	559	1166	1531	473	1370	1719	563	1555	566	1470	469
NCU00208	Supercontig_12.3;Supercontig_12.3;Supercontig_12.3	3012539;3013879;3014344	3013620;3014217;3014398	-;-;-	1476	0	1	2	0	2	2	0	0	0	2	1	0
NCU00209	Supercontig_12.3;Supercontig_12.3	3015781;3018341	3018253;3019028	-;-	3161	284	234	496	611	276	597	683	332	671	328	649	255
NCU00210	Supercontig_12.3;Supercontig_12.3;Supercontig_12.3	3020029;3020387;3020597	3020288;3020508;3021471	+;+;+	1257	634	848	947	1253	780	1108	1368	929	1180	884	1216	662
NCU00211	Supercontig_12.3;Supercontig_12.3;Supercontig_12.3	3021141;3021656;3021958	3021585;3021885;3022196	-;-;-	914	2522	3361	1457	2076	2962	2295	3114	3641	2578	3194	2000	2504
NCU00212	Supercontig_12.3;Supercontig_12.3;Supercontig_12.3	3024058;3024773;3025227	3024707;3024910;3025897	-;-;-	1459	11461	11686	13010	14442	10762	11245	14371	12633	12882	13064	12575	10320
NCU00213	Supercontig_12.3;Supercontig_12.3	3026319;3027041	3026977;3030346	-;-	3965	173	200	178	315	191	233	296	264	299	303	313	245
NCU00214	Supercontig_12.3	3031931	3032769	+	839	42	63	84	132	66	71	130	108	140	82	125	49
NCU00215	Supercontig_12.3;Supercontig_12.3;Supercontig_12.3;Supercontig_12.3;Supercontig_12.3	3032513;3032634;3033316;3033316;3033749	3033142;3033142;3033578;3034015;3033927	-;-;-;-;-	1330	77	147	297	413	130	366	493	129	393	145	402	82
NCU00216	Supercontig_12.3;Supercontig_12.3;Supercontig_12.3	3034331;3034886;3035043	3034822;3034967;3036319	+;+;+	1851	2441	3009	2055	2826	3185	2457	3320	3745	2779	3585	2835	2771
NCU00218	Supercontig_12.3;Supercontig_12.3;Supercontig_12.3;Supercontig_12.3;Supercontig_12.3	3044473;3044776;3044985;3045213;3045372	3044706;3044903;3045130;3045293;3045884	+;+;+;+;+	1102	100	96	574	602	165	544	643	167	578	132	721	88
NCU00219	Supercontig_12.3;Supercontig_12.3;Supercontig_12.3	3046349;3047362;3052274	3047025;3052211;3053065	+;+;+	6319	262	349	694	1031	250	786	1069	402	843	375	970	360
NCU00220	Supercontig_12.3;Supercontig_12.3	3053438;3053744	3053655;3054964	+;+	1439	929	908	829	755	1059	754	679	1148	707	1142	731	741
NCU00221	Supercontig_12.3;Supercontig_12.3;Supercontig_12.3;Supercontig_12.3	3055323;3055557;3057709;3057891	3055372;3057479;3057744;3058209	-;-;-;-	2328	12	6	20	19	11	0	9	5	14	11	16	12
NCU00222	Supercontig_12.3;Supercontig_12.3	3058749;3061827	3061626;3062199	-;-	3251	449	392	556	719	468	585	677	600	705	558	653	356
NCU00223	Supercontig_12.3;Supercontig_12.3;Supercontig_12.3;Supercontig_12.3;Supercontig_12.3;Supercontig_12.3;Supercontig_12.3;Supercontig_12.3	3067124;3067124;3068128;3068128;3068459;3068459;3069066;3069084	3067989;3067989;3068344;3068344;3068998;3068998;3070313;3070313	+;+;+;+;+;+;+;+	2871	4698	5878	2258	3252	6066	3294	3455	6159	3094	6055	2724	3941
NCU00224	Supercontig_12.3;Supercontig_12.3	3073146;3073731	3073353;3073825	-;-	303	6	0	4	4	5	0	0	0	3	1	0	2
NCU00225	Supercontig_12.3;Supercontig_12.3;Supercontig_12.3;Supercontig_12.3;Supercontig_12.3	3076569;3077054;3077206;3077427;3077654	3076744;3077072;3077364;3077592;3079028	+;+;+;+;+	1895	9668	11203	6267	10217	10996	9654	14859	14673	11727	12884	9485	10462
NCU00226	Supercontig_12.3;Supercontig_12.3;Supercontig_12.3	3080040;3081706;3082208	3081647;3082152;3082423	-;-;-	2271	344	299	936	1249	354	949	938	365	1110	343	1241	215
NCU00227	Supercontig_12.3;Supercontig_12.3;Supercontig_12.3;Supercontig_12.3	3082706;3083573;3083829;3084000	3083379;3083706;3083923;3084875	+;+;+;+	1779	1750	2223	700	1070	2437	1111	1990	2746	1393	2735	1196	2233
NCU00229	Supercontig_12.3;Supercontig_12.3	3091017;3091166	3091098;3091822	+;+	739	4	8	18	12	20	16	24	28	9	18	6	10
NCU00230	Supercontig_12.3;Supercontig_12.3;Supercontig_12.3;Supercontig_12.3;Supercontig_12.3;Supercontig_12.3	3092058;3094254;3094396;3094805;3095332;3095477	3094196;3094335;3094743;3095264;3095419;3097137	+;+;+;+;+;+	4778	1186	1327	875	1081	1340	1004	1125	1604	1157	1543	1098	1350
NCU00231	Supercontig_12.3	3098529	3100913	+	2385	0	0	0	4	0	2	0	0	0	0	4	2
NCU00232	Supercontig_12.3	3101199	3104840	-	3642	839	990	326	454	1024	424	428	1218	401	1036	453	785
NCU00233	Supercontig_12.3;Supercontig_12.3;Supercontig_12.3	3105414;3106344;3106479	3106213;3106396;3106528	+;+;+	903	30	16	91	129	44	64	56	24	79	33	75	18
NCU00234	Supercontig_12.3;Supercontig_12.3	3108052;3109208	3108879;3111176	+;+	2797	1075	1321	649	796	1588	716	829	1608	859	1407	844	1309
NCU00236	Supercontig_12.3	3118490	3120588	+	2099	180	86	769	689	136	827	869	168	730	195	922	78
NCU00237	Supercontig_12.3;Supercontig_12.3	3121833;3123030	3122543;3125644	+;+	3326	190	228	516	576	201	316	475	248	376	230	516	227
NCU00238	Supercontig_12.3;Supercontig_12.3	3126180;3130789	3130549;3130948	-;-	4530	327	248	126	187	462	169	115	419	196	408	194	283
NCU00239	Supercontig_12.3;Supercontig_12.3;Supercontig_12.3;Supercontig_12.3;Supercontig_12.3;Supercontig_12.3;Supercontig_12.3;Supercontig_12.3	3131668;3131668;3132256;3132321;3132414;3132414;3137134;3137134	3132191;3132191;3132343;3132343;3137072;3137072;3138623;3138623	+;+;+;+;+;+;+;+	6761	732	909	1259	1486	1018	1151	1132	1286	1235	1182	1486	890
NCU00240	Supercontig_12.3;Supercontig_12.3;Supercontig_12.3;Supercontig_12.3;Supercontig_12.3;Supercontig_12.3;Supercontig_12.3;Supercontig_12.3	3139284;3139510;3140455;3140920;3141138;3141439;3141587;3142002	3139450;3140377;3140831;3141038;3141347;3141482;3141664;3142765	+;+;+;+;+;+;+;+	2627	386	438	512	662	501	643	637	595	701	464	656	350
NCU00241	Supercontig_12.3;Supercontig_12.3	3142667;3146187	3146025;3146510	-;-	3683	229	231	293	503	220	607	597	272	546	309	542	270
NCU00242	Supercontig_12.3;Supercontig_12.3	3147396;3148209	3148145;3149506	-;-	2048	3801	4337	1640	1840	3014	1396	1769	3430	1435	3643	1638	3190
NCU00243	Supercontig_12.3;Supercontig_12.3;Supercontig_12.3;Supercontig_12.3	3150556;3151798;3152007;3152191	3151731;3151910;3152078;3153265	-;-;-;-	2436	469	448	1204	1622	490	1217	1927	556	1578	601	1653	411
NCU00244	Supercontig_12.3;Supercontig_12.3;Supercontig_12.3;Supercontig_12.3;Supercontig_12.3;Supercontig_12.3;Supercontig_12.3	3153637;3153637;3154111;3154607;3154607;3154844;3154844	3154544;3153912;3154544;3154749;3154749;3155770;3155770	+;+;+;+;+;+;+	1978	232	134	1160	1002	210	772	862	223	1029	200	1245	98
NCU00245	Supercontig_12.3;Supercontig_12.3	3157964;3159103	3158719;3159174	+;+	828	69	66	178	171	65	71	107	73	92	54	153	66
NCU00246	Supercontig_12.3;Supercontig_12.3;Supercontig_12.3;Supercontig_12.3;Supercontig_12.3;Supercontig_12.3;Supercontig_12.3;Supercontig_12.3;Supercontig_12.3;Supercontig_12.3;Supercontig_12.3;Supercontig_12.3;Supercontig_12.3;Supercontig_12.3;Supercontig_12.3	3161745;3161927;3161998;3162166;3162166;3162437;3162437;3162783;3162783;3162945;3162945;3163124;3163124;3163249;3163249	3161853;3162099;3162099;3162359;3162359;3162692;3162692;3162893;3162893;3163062;3163062;3163188;3163188;3164770;3164770	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2548	235	327	629	791	335	703	509	302	713	320	767	233
NCU00247	Supercontig_12.3	3166373	3167295	+	923	7344	6556	7025	8253	8004	10161	8958	8478	8593	10230	7476	5544
NCU00248	Supercontig_12.3	3168071	3169271	+	1201	2430	2787	1933	2847	3074	3855	4683	3376	4040	3573	3687	2992
NCU00249	Supercontig_12.3	3169590	3172219	+	2630	152	142	229	281	155	241	309	126	256	199	291	126
NCU00250	Supercontig_12.3;Supercontig_12.3	3172883;3173617	3173322;3174124	+;+	948	4028	2543	10945	9861	6050	6910	5939	4814	7093	5152	7339	2350
NCU00251	Supercontig_12.3;Supercontig_12.3;Supercontig_12.3	3174045;3176805;3177177	3176749;3177114;3179171	-;-;-	5010	36714	40685	2589	2820	36073	2917	3287	35836	2814	34904	2684	29404
NCU00252	Supercontig_12.3;Supercontig_12.3;Supercontig_12.3;Supercontig_12.3	3182102;3183735;3184201;3184443	3183629;3184002;3184345;3184585	-;-;-;-	2084	60	50	66	99	72	90	153	56	109	48	113	55
NCU00253	Supercontig_12.3;Supercontig_12.3;Supercontig_12.3	3185154;3185888;3186027	3185785;3185969;3186767	+;+;+	1455	193	225	524	768	231	546	697	273	640	238	617	187
NCU00254	Supercontig_12.3;Supercontig_12.3;Supercontig_12.3	3189425;3189694;3189823	3189534;3189729;3190015	+;+;+	339	0	0	0	0	0	0	0	0	0	0	0	0
NCU00257	Supercontig_12.3;Supercontig_12.3	3195326;3196036	3195970;3197868	+;+	2478	63	61	84	149	89	90	107	167	70	97	116	66
NCU00258	Supercontig_12.3;Supercontig_12.3;Supercontig_12.3	3196778;3198520;3199010	3198461;3198602;3199310	-;-;-	2068	5872	6456	3760	6996	6480	7196	10191	8279	7562	7539	7029	6911
NCU00259	Supercontig_12.3;Supercontig_12.3	3199673;3200378	3200154;3200462	+;+	567	55	56	109	139	56	88	120	38	87	62	97	28
NCU00260	Supercontig_12.3;Supercontig_12.3;Supercontig_12.3	3200602;3201343;3201674	3201237;3201571;3202435	+;+;+	1627	30	69	426	417	71	376	334	58	406	55	522	18
NCU00261	Supercontig_12.3;Supercontig_12.3;Supercontig_12.3;Supercontig_12.3;Supercontig_12.3;Supercontig_12.3	3202718;3203109;3204742;3204988;3205614;3205719	3203044;3204686;3204933;3205370;3205646;3205975	-;-;-;-;-;-	2770	3365	4411	1607	2482	4662	2607	3164	5242	2838	4967	2563	3902
NCU00262	Supercontig_12.3;Supercontig_12.3;Supercontig_12.3;Supercontig_12.3;Supercontig_12.3	3206494;3206494;3207241;3207241;3208258	3207139;3207139;3208206;3208021;3208366	-;-;-;-;-	1721	100	90	186	178	86	203	215	99	242	105	263	114
NCU00263	Supercontig_12.3;Supercontig_12.3	3209936;3212783	3212720;3213245	-;-	3248	76	80	315	471	121	353	716	150	457	138	392	87
NCU00264	Supercontig_12.3;Supercontig_12.3	3215810;3216040	3215974;3217374	+;+	1500	745	922	873	1177	994	1283	1271	1014	1316	942	1168	638
NCU00265	Supercontig_12.3	3218739	3220987	-	2249	46	61	57	70	43	68	72	37	67	71	84	39
NCU00267	Supercontig_12.3;Supercontig_12.3	3227477;3227878	3227794;3229040	-;-	1481	22	18	0	0	4	2	4	10	4	6	2	12
NCU00268	Supercontig_12.3;Supercontig_12.3;Supercontig_12.3	3229195;3230798;3230992	3230734;3230912;3232764	-;-;-	3428	313	399	152	200	290	216	239	403	194	384	189	463
NCU00269	Supercontig_12.3;Supercontig_12.3;Supercontig_12.3	3236473;3237724;3239390	3237610;3239324;3240984	+;+;+	4334	461	611	255	255	771	304	276	708	273	713	272	520
NCU00270	Supercontig_12.3;Supercontig_12.3	3242122;3243495	3243371;3245219	-;-	2975	697	598	198	261	667	207	357	809	301	762	311	555
NCU00271	Supercontig_12.3;Supercontig_12.3;Supercontig_12.3	3245169;3245462;3245760	3245378;3245471;3245956	+;+;+	417	29	21	33	18	24	24	18	30	34	23	19	12
NCU00272	Supercontig_12.3;Supercontig_12.3	3248301;3248658	3248579;3251897	-;-	3519	2357	2733	1582	1747	2647	1537	1645	2933	1608	2956	1840	2397
